
20 , 0, 0 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647
test1

20 , 20, 75367 575 733 774 1086 1400 1472 1485 1593 1914 1945 2038 2074 2110 2514 2621 2701 2814 2920 3200 3206
20 , 20, 173211 295 320 780 1531 1699 1717 1930 2358 2876 3423 3438 3647 3850 4062 4570 4579 5337 6239 6259 6282
20 , 20, 100770 702 3028 3819 5177 7316 10879 11359 15059 15606 18526 19374 19558 20578 20892 22029 23232 24771 26602 27020 27335
20 , 20, 318047 29 43 152 177 247 342 448 481 573 620 700 702 729 814 907 961 969 1060 1107 1108
20 , 20, 189736 264 326 356 436 537 575 648 733 800 817 1055 1188 1400 1435 1484 1485 1594 1617 1653 1669
20 , 20, 227101 281 343 530 697 1512 2690 2982 3180 3288 3681 4570 4747 4812 5082 5214 5515 5905 6402 6403 7191
20 , 20, 230365 264 326 356 430 436 537 648 733 787 800 1055 1250 1400 1435 1485 1512 1594 1617 1653 1669
20 , 1, 44584 8802064 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647
20 , 20, 85578 1542 5701 8636 42559 48476 121044 133798 146140 157445 161944 168032 170762 184171 184243 186976 199249 216995 218389 228331 235816
20 , 20, 223776 64704 150210 258695 323734 346017 360839 365751 376197 393043 460582 498858 534494 551132 553989 610108 614859 621702 645243 659620 732723
20 , 20, 73126 326 1400 1594 1855 1945 2038 2112 2814 2920 3233 3430 5286 5356 5766 6831 7113 7362 9537 9851 9909
20 , 20, 194110 281 295 320 530 775 780 1050 1190 1511 1531 1699 1717 1805 1930 2358 2497 2760 2807 2876 2982
20 , 20, 255317 295 320 488 775 1050 1511 1638 1699 1717 1930 2358 2554 2760 2807 2876 3042 3150 3183 3709 3850
20 , 20, 69373 29 749 814 912 1476 1813 2756 2858 3039 3302 3468 4860 4933 5057 5194 5276 5639 6676 6959 7060
20 , 20, 62404 685 763 1484 1594 1606 1617 1808 1958 2038 2280 2363 2443 2751 2890 3307 3452 3692 3934 4503 5292
20 , 20, 56127 1699 10848 12083 12575 14638 16749 17533 21092 22230 26832 29418 30365 35848 40903 41499 47849 57247 67508 80827 88812
20 , 20, 6597 43 1060 1108 3418 7114 21205 25394 26250 29151 30426 32902 34839 35741 37363 40062 47351 47676 47964 47995 52216
20 , 20, 63570 1107 2241 3819 8278 11359 15606 18526 19374 21766 23232 24771 26602 27020 33649 41217 41510 41875 43792 44067 44550
20 , 20, 398457 15 29 43 121 129 152 177 247 281 340 342 343 387 391 448 481 483 530 573 620
20 , 20, 14255 108178 272880 587107 590145 621282 656206 676793 677843 765244 866358 901765 911028 912763 1031793 1050038 1052618 1088962 1102862 1105157 1170764
20 , 20, 130083 15 295 481 780 1190 1337 1399 1491 1511 1531 1542 1699 1717 1805 1930 1989 2358 2497 2611 2760
20 , 20, 35313 121 3208 5590 7347 7737 12300 12857 14097 17694 20154 20738 21939 22841 23561 24404 24822 25686 26731 28123 28714
20 , 20, 294440 29 749 932 1107 1739 2241 2388 2858 3197 4093 4203 4229 4581 4811 5936 6005 6245 6468 6616 6769
20 , 0, 38144 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647
20 , 20, 51352 16044 47181 48838 49411 62719 63914 69302 99408 115078 128219 151113 151179 214071 216415 220073 229576 235310 235915 246203 251136
20 , 20, 455885 43 177 573 620 685 961 969 983 1060 1339 1345 1468 1487 1657 1962 2050 2363 2718 2885 3061
20 , 20, 15977 2896 7236 13840 22486 29271 29442 35318 35742 39323 39926 42013 44097 45200 46298 47930 51234 51412 51915 61583 62040
20 , 20, 12577 97554 228596 243807 392552 394177 456665 529461 643729 887492 1113019 1145888 1263107 1503691 1776468 2018860 2097094 2152698 2163724 2193197 2289123
20 , 20, 288570 15 196 247 281 295 343 448 481 483 488 530 697 700 729 780 789 841 907 961 979
20 , 20, 40551 530 3150 3183 4272 4900 5354 6402 7089 7139 8844 9895 11470 11645 18320 19342 20957 21184 22559 24003 25479
20 , 20, 1488 12664 102217 153700 169984 185867 203004 232295 251170 303424 310775 319892 362798 364917 397511 400775 446746 448540 459175 502294 607965
20 , 20, 23069 22401 22945 52484 145424 152949 162461 192887 198067 232733 325048 329894 352315 362726 365508 392110 395174 426700 446925 459560 460727
20 , 20, 233111 763 1095 1472 1593 2443 2662 2729 2890 2913 3206 3364 3405 4286 4299 4411 4465 5585 5855 5992 6514
20 , 20, 36165 2128 2934 4820 6206 8539 8875 8965 10534 12099 13456 15491 16244 16694 17821 18212 18492 19429 19904 19967 20088
20 , 20, 61721 789 2554 5975 6108 6156 7041 9222 11759 14230 14369 15220 15288 21256 21326 21669 22490 22503 26529 30013 33173
20 , 20, 367233 247 817 1484 2280 2621 2934 3418 6947 7994 9111 9397 9653 10753 12152 12726 12789 14266 15491 16015 16276
20 , 20, 126266 648 3825 4314 4852 4940 6052 6559 6626 9360 10721 11016 12292 14459 14768 14953 15046 16003 16986 19321 19548
20 , 20, 156415 43 129 152 177 196 247 281 340 343 391 448 483 488 530 573 697 700 702 729 769
20 , 20, 112557 1107 1739 2241 3819 4052 4229 5936 6005 6245 6468 6616 8278 8523 10628 10916 11359 13832 14702 15080 15606
20 , 20, 2489 27412 32834 156387 171916 201970 409164 528598 553131 785820 816524 904771 943561 1027110 1033594 1151145 1197189 1321765 1404680 1428171 1574041
20 , 20, 23277 281 530 702 1107 1511 2982 3819 4272 6883 6900 7089 7139 8844 9663 10755 10848 11204 11359 12115 13087
20 , 20, 82807 295 530 1511 1699 2760 2876 3423 3647 3850 4570 5337 6282 6827 7089 7139 7776 8232 8247 8844 9534
20 , 20, 331942 196 295 488 789 1250 1638 3183 3360 3422 3799 3891 4746 5337 5975 6108 6156 6282 6413 6681 6827
20 , 20, 323608 196 295 320 488 530 780 789 1190 1531 1638 1699 1717 1930 2004 2358 2690 2760 2876 3150 3183
20 , 20, 253583 29 340 387 749 812 912 932 946 1107 1113 1426 1437 1476 1813 1851 2388 2545 2696 2756 2761
20 , 20, 78054 575 637 733 774 1086 1095 1472 1481 1485 1593 1914 2074 2110 2176 2621 2701 2814 2913 2920 3002
20 , 20, 98862 475 575 637 774 1086 1095 1472 1481 1593 2074 2621 2649 2729 2913 3002 3191 3200 3206 3263 3405
20 , 20, 9992 1805 4261 4296 11056 11932 21585 22722 44260 51009 55013 56436 83207 89900 100491 104579 135183 136350 137203 145580 151411
20 , 20, 51847 340 812 1437 2241 2545 2696 3715 3940 4855 5767 6245 6679 7402 7655 8278 9327 11958 12314 12778 13450
20 , 20, 162569 575 637 685 763 774 817 1086 1472 1481 1593 1594 1606 1617 1808 2038 2074 2112 2280 2363 2621
20 , 20, 16187 343 3150 4900 9822 14337 17072 21269 25479 27136 29630 31430 32918 33058 36784 40521 44172 45846 48259 50516 51864
20 , 20, 77193 247 448 483 729 841 907 979 2346 9397 9793 10623 10755 10922 11107 12152 13238 14162 16326 17799 18947
20 , 20, 93062 15 29 281 342 481 749 912 1107 1399 1426 1476 1491 1542 1586 1813 1989 2611 2756 2896 2982
20 , 20, 21412 488 4746 5975 6413 9222 10048 15288 15764 16329 20995 21256 30013 30360 33572 33927 34285 36809 42598 45470 45790
20 , 20, 1217 8954 30773 50116 55179 57189 66897 82236 97924 195951 203138 203362 204045 206943 230022 291430 309508 320197 327236 360905 402428
20 , 0, 346 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647 2147483647
20 , 20, 79878 1108 1288 3267 3358 4052 6040 6647 7584 8278 8523 14428 15024 18671 19296 20081 20611 20898 22890 23244 23274
20 , 20, 488 165896 295139 407183 417052 520881 610988 638462 754824 970359 1038053 1101063 1112296 1297680 1309174 1344597 1358504 1367430 1368171 1378772 1402039
20 , 20, 338686 43 129 152 177 247 340 391 475 573 575 637 685 697 700 763 769 774 812 817 961
